"plotID","pointID","country","state","county","domain","domainID","siteName","siteID","plotType","subtype","subSpec","plotSize","plotDim","latitude","longitude","datum","utmZone","easting","northing","horzUncert","elevation","vertUncert","minElev","maxElev","slope","aspect","nlcdClass","soilOrder","coordSrc","date","gpsLogs","plotPdop","plotHdop","appMods","plotEdge"
"ABBY_003","41","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","basePlot",,1600,"40m x 40m",45.762016,-122.371092,"WGS84","10N",548906.122,5067798.686,0.1,602.39,0.1,598.29,606.12,5.99,225,"evergreenForest","Inceptisols","Geo 7X (H-Star)","20160517",309,1.9,1.1,"bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst",40
"ABBY_013","41","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","basePlot",,1600,"40m x 40m",45.745332,-122.372807,"WGS84","10N",548787.33,5065944.038,0.1,632.59,0.1,629.91,633.91,1.72,134,"grasslandHerbaceous","Andisols","Geo 7X (H-Star)","20160518",126,1.2,0.7,"brd|cdw|cfc|dhp|div|hbp|vst",40
"ABBY_017","41","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","basePlot",,1600,"40m x 40m",45.772764,-122.369799,"WGS84","10N",548997.257,5068993.563,0.1,495.72,0.1,491.38,504.8,24.23,225,"evergreenForest","Inceptisols","Geo 7X (H-Star)","20160602",304,1.9,1.1,"brd|cdw|cfc|dhp|div|hbp|vst",40
"ABBY_021","41","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","basePlot",,1600,"40m x 40m",45.743937,-122.317109,"WGS84","10N",553121.174,5065824.511,0.1,500.61,0.1,493.3,505.65,14.04,45,"grasslandHerbaceous","Andisols","Geo 7X (H-Star)","20160519",123,1.6,0.9,"div",40
"ABBY_022","41","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","basePlot",,1600,"40m x 40m",45.755549,-122.320429,"WGS84","10N",552851.961,5067112.393,0.1,386.55,0.1,384.41,390.12,6.56,225,"grasslandHerbaceous","Andisols","Geo 7X (H-Star)","20160519",153,1.8,1.1,"div",40
"ABBY_026","41","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","basePlot",,1600,"40m x 40m",45.770172,-122.387515,"WGS84","10N",547622.116,5068694.906,0.1,484.63,0.1,479.54,491.65,24.23,45,"shrubScrub","Ultisols","Geo 7X (H-Star)","20160602",366,1.5,0.8,"div",40
"ABBY_027","41","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","basePlot",,1600,"40m x 40m",45.777447,-122.297106,"WGS84","10N",554644.48,5069561.017,0.1,638.99,0.1,634.21,642.75,11.03,90,"shrubScrub","Inceptisols","Geo 7X (H-Star)","20160601",205,1.4,0.7,"div",40
"ABBY_028","41","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","basePlot",,1600,"40m x 40m",45.745361,-122.375882,"WGS84","10N",548548.121,5065945.355,0.1,599.2,0.15,593.22,603.7,9.15,240,"mixedForest","Inceptisols","Geo 7X (H-Star)","20160519",304,1.9,1.3,"bet|div",40
"ABBY_024","41","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","basePlot",,1600,"40m x 40m",45.741379,-122.339833,"WGS84","10N",551355.845,5065525.515,0.34,383.37,0.41,375.09,384.5,0,0,"grasslandHerbaceous","Andisols","Geo 7X (H-Star)","20160526",153,1.9,1,"div",40
"ABBY_067","41","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","tower","basePlot",,1600,"40m x 40m",45.760563,-122.331558,"WGS84","10N",551981.747,5067662.179,0.1,359.94,0.1,358.63,361.07,6.11,0,"evergreenForest","Andisols","Geo 7X (H-Star)","20150714",838,1.8,1,"bbc|cdw|cfc|dhp|hbp|ltr|vst",40
"ABBY_062","41","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","tower","basePlot",,1600,"40m x 40m",45.763476,-122.328069,"WGS84","10N",552250.407,5067986.697,0.14,342.17,0.19,338.25,351.7,6.84,57,"evergreenForest","Andisols","Geo 7X (H-Star)","20150720",641,2.4,1.5,"bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst",40
"ABBY_063","41","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","tower","basePlot",,1600,"40m x 40m",45.760513,-122.330039,"WGS84","10N",552099.975,5067656.284,0.1,362.15,0.1,361.25,362.95,0,0,"evergreenForest","Andisols","Geo 7X","20150722",719,2,1.1,"bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst",40
"ABBY_068","41","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","tower","basePlot",,1600,"40m x 40m",45.76051,-122.328493,"WGS84","10N",552220.15,5067656.886,0.1,365.43,0.14,364.19,366.02,2,0,"evergreenForest","Andisols","Geo 7X (H-Star)","20150723",770,3,1.2,"bbc|cdw|cfc|dhp|hbp|ltr|vst",40
"ABBY_069","41","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","tower","basePlot",,1600,"40m x 40m",45.761584,-122.327321,"WGS84","10N",552310.292,5067776.965,0.1,368.15,0.15,362.66,368.78,0,0,"grasslandHerbaceous","Andisols","Geo 7X (H-Star)","20150720",701,3.1,2,"bbc|cdw|cfc|dhp|hbp|ltr|vst",40
"ABBY_070","41","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","tower","basePlot",,1600,"40m x 40m",45.761334,-122.330793,"WGS84","10N",552040.539,5067746.934,0.1,363.12,0.1,359,363.86,1.78,90,"evergreenForest","Andisols","Geo 7X (H-Star)","20150722",701,1.9,1,"bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst",40
"ABBY_064","41","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","tower","basePlot",,1600,"40m x 40m",45.762429,-122.328467,"WGS84","10N",552220.42,5067871.572,0.1,361.1,0.1,359.2,363,1.2,180,"grasslandHerbaceous","Andisols","Geo 7X (H-Star)","20150716",734,1.5,0.8,"bbc|cdw|cfc|dhp|hbp|ltr|vst",40
"ABBY_061","41","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","tower","basePlot",,1600,"40m x 40m",45.762451,-122.331158,"WGS84","10N",552011.163,5067872.242,0.1,362.83,0.1,360.5,362.83,3.09,45,"evergreenForest","Andisols","Geo 7X (H-Star)","20150715",886,1.5,0.8,"bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst",40
"ABBY_065","41","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","tower","basePlot",,1600,"40m x 40m",45.762196,-122.333084,"WGS84","10N",551861.602,5067842.587,0.11,357.04,0.11,355.75,358.17,0,0,"grasslandHerbaceous","Andisols","Geo 7X","20150715",802,1.4,0.7,"bbc|cdw|cfc|dhp|hbp|ltr|vst",40
"ABBY_075","41","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","tower","basePlot",,1600,"40m x 40m",45.762125,-122.323463,"WGS84","10N",552609.84,5067840.99,0.1,343.58,0.1,341.43,348.9,6.84,225,"shrubScrub","Andisols","Geo 7X (H-Star)","20160428",124,2,1,"bbc|cdw|cfc|dhp|hbp|ltr|vst",40
"ABBY_076","41","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","tower","basePlot",,1600,"40m x 40m",45.763791,-122.330004,"WGS84","10N",552099.667,5068021.829,0.1,358.55,0.1,354.14,360.8,4.8,225,"evergreenForest","Andisols","Geo 7X (H-Star)","20160509",394,1.5,0.7,"bbc|cdw|cfc|dhp|hbp|ltr|vst",40
"ABBY_073","41","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","tower","basePlot",,1600,"40m x 40m",45.762944,-122.324601,"WGS84","10N",552520.534,5067931.315,0.1,336.52,0.1,333.72,343.5,21.55,180,"evergreenForest","Andisols","Geo 7X (H-Star)","20160426",202,1.9,1,"bbc|cdw|cfc|dhp|hbp|ltr|vst",40
"ABBY_074","41","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","tower","basePlot",,1600,"40m x 40m",45.761302,-122.325028,"WGS84","10N",552488.903,5067748.595,0.1,365.74,0.1,363.95,366.66,2.41,270,"evergreenForest","Andisols","Geo 7X (H-Star)","20160426",413,1.8,1,"bbc|cdw|cfc|dhp|hbp|ltr|vst",40
"ABBY_071","C","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","tower","phenology","primary",40000,"200m x 200m",45.761789,-122.327572,"WGS84","10N",552290.627,5067801.019,,368.08,,348.01,368.6,1.38,35.5,,"Andisols","GIS",,,,,"phe",200
"ABBY_072","C","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","tower","phenology","phenocam",40000,"200m x 200m",45.763636,-122.330485,"WGS84","10N",552062.328,5068004.36,,361.76,,360.42,364.78,13.31,35.89,,"Andisols","GIS",,,,,"phe",200
"ABBY_001","41","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","tickPlot",,1600,"40m x 40m",45.773173,-122.34808,"WGS84","10N",550685.514,5069052.593,0.13,297.79,0.15,288.93,301.98,4.4,272.98,"evergreenForest","Andisols","Geo 7X (H-Star)","20160511",310,6.1,3.8,"tck",40
"ABBY_005","41","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","tickPlot",,1600,"40m x 40m",45.771972,-122.388073,"WGS84","10N",547577.167,5068894.55,0.1,493.31,0.1,487.95,497.41,10,228.45,"shrubScrub","Inceptisols","Geo 7X (H-Star)","20160520",417,1.7,0.8,"tck",40
"ABBY_003","41","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","tickPlot",,1600,"40m x 40m",45.760799,-122.37129,"WGS84","10N",548891.806,5067663.343,0.1,626.17,0.1,623.87,626.92,8.02,352.84,"evergreenForest","Andisols","Geo 7X (H-Star)","20160517",306,1.9,1,"tck",40
"ABBY_002","41","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","tickPlot",,1600,"40m x 40m",45.737854,-122.308292,"WGS84","10N",553812.854,5065154.574,0.1,651.14,0.1,645.5,656.28,9.84,278.58,"grasslandHerbaceous","Andisols","Geo 7X (H-Star)","20160516",274,1.6,0.9,"tck",40
"ABBY_023","41","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","tickPlot",,1600,"40m x 40m",45.745006,-122.383498,"WGS84","10N",547955.963,5065901.385,0.1,478.74,0.1,473.42,482.24,13.06,260.97,"mixedForest","Ultisols","Geo 7X (H-Star)","20160526",301,2.9,1.3,"tck",40
"ABBY_006","41","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","tickPlot",,1600,"40m x 40m",45.7528,-122.297903,"WGS84","10N",554606.568,5066822.165,0.31,576.35,0.35,564.49,586,20.99,30.36,"evergreenForest","Andisols","Geo 7X (H-Star)","20160525",476,6.4,3.8,"tck",40
"ABBY_004","E5","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","mammalGrid","diversity",8100,"90m x 90m",45.76854,-122.300356,"WGS84","10N",554400.435,5068569.254,0.1,553.75,0.1,552.4,576.34,12.58,263.81,"shrubScrub","Inceptisols","Geo 7X (H-Star)","20160517",121,1.5,0.9,"mam",90
"ABBY_002","E5","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","mammalGrid","diversity",8100,"90m x 90m",45.740362,-122.309739,"WGS84","10N",553697.933,5065432.251,0.1,624.54,0.1,620.41,636.39,5.6,340.95,"grasslandHerbaceous","Inceptisols","Geo 7X (H-Star)","20160516",163,1.6,0.8,"mam",90
"ABBY_014","E5","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","mammalGrid","diversity",8100,"90m x 90m",45.749698,-122.317306,"WGS84","10N",553100.37,5066464.479,0.26,503.66,0.37,493.08,519.2,11.71,36.07,"evergreenForest","Inceptisols","Geo 7X (H-Star)","20160526",304,7,3.7,"mam",90
"ABBY_007","E5","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","mammalGrid","diversity",8100,"90m x 90m",45.768772,-122.362991,"WGS84","10N",549530.098,5068554.243,0.36,465.51,0.43,465.51,479.2,5.3,64.61,"evergreenForest","Inceptisols","Geo 7X (H-Star)","20160524",502,7.8,4.9,"mam",90
"ABBY_023","E5","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","mammalGrid","diversity",8100,"90m x 90m",45.746374,-122.381402,"WGS84","10N",548117.806,5066054.627,0.37,523.98,0.4,504.19,532.18,10.61,295.66,"mixedForest","Inceptisols","Geo 7X (H-Star)","20160608",301,4.6,2,"mam",90
"ABBY_010","E5","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","mammalGrid","diversity",8100,"90m x 90m",45.777213,-122.373675,"WGS84","10N",548692.026,5069485.567,0.59,574.63,0.65,558.88,574.63,3.73,251.76,"evergreenForest","Inceptisols","Geo 7X (H-Star)","20160524",502,120.5,63,"mam",90
"ABBY_032","41","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","mosquitoPoint",,0,"0m",45.76584,-122.376086,"WGS84","10N",548514.492,5068220.541,10.1,557.66,0.1,557.66,557.66,6.35,78.93,"evergreenForest","Inceptisols","Geo 7X (H-Star)","20160516",304,1.7,0.9,"mos|mpt",0
"ABBY_034","41","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","mosquitoPoint",,0,"0m",45.758502,-122.389604,"WGS84","10N",547469.547,5067397.12,10.1,428.14,0.11,428.14,428.14,6.81,231.28,"evergreenForest","Ultisols","Geo 7X (H-Star)","20160516",401,2.9,1.1,"mos|mpt",0
"ABBY_037","41","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","mosquitoPoint",,0,"0m",45.763458,-122.336096,"WGS84","10N",551626.194,5067980.847,10.1,344.91,0.11,344.91,344.91,3.48,220.45,"evergreenForest","Alfisols","Geo 7X (H-Star)","20160519",307,3.3,1.9,"mos|mpt",0
"ABBY_035","41","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","mosquitoPoint",,0,"0m",45.753024,-122.30509,"WGS84","10N",554047.349,5066842.188,10.1,478.23,0.1,478.23,478.23,16.75,283.41,"grasslandHerbaceous","Andisols","Geo 7X (H-Star)","20160519",162,1.5,0.7,"mos|mpt",0
"ABBY_038","41","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","mosquitoPoint",,0,"0m",45.765077,-122.384566,"WGS84","10N",547855.712,5068130.671,10.1,495.96,0.1,495.96,495.96,10.66,240.81,"grasslandHerbaceous","Ultisols","Geo 7X (H-Star)","20160524",250,1.4,0.7,"mos|mpt",0
"ABBY_040","41","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","mosquitoPoint",,0,"0m",45.76825,-122.367574,"WGS84","10N",549174.245,5068493.45,10.1,519.75,0.1,519.75,519.75,10.04,38.8,"shrubScrub","Inceptisols","Geo 7X (H-Star)","20160602",181,1.5,0.8,"mos|mpt",0
"ABBY_039","41","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","mosquitoPoint",,0,"0m",45.729719,-122.363716,"WGS84","10N",549508.279,5064214.94,10.1,574.21,0.1,574.21,574.21,0.49,93.52,"shrubScrub","Inceptisols","Geo 7X (H-Star)","20160525",202,2.3,1.4,"mos|mpt",0
"ABBY_031","41","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","mosquitoPoint",,0,"0m",45.746174,-122.314267,"WGS84","10N",553340.093,5066074.995,10.23,554.95,0.34,554.95,554.95,8.24,263.4,"evergreenForest","Inceptisols","Geo 7X (H-Star)","20160519",305,4.9,2.3,"mos|mpt",0
"ABBY_033","41","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","mosquitoPoint",,0,"0m",45.77215,-122.363335,"WGS84","10N",549500.373,5068929.388,10.25,455.73,0.34,455.73,455.73,8.26,57.27,"mixedForest","Inceptisols","Geo 7X (H-Star)","20160516",402,7.2,4,"mos|mpt",0
"ABBY_036","41","unitedStates","WA","Clark","Pacific Northwest","D16","Abby Road","ABBY","distributed","mosquitoPoint",,0,"0m",45.747351,-122.308509,"WGS84","10N",553786.911,5066209.517,10.46,443.66,0.39,443.66,443.66,23.69,30.62,"evergreenForest","Andisols","Geo 7X (H-Star)","20160519",307,5,3.4,"mos|mpt",0
"BART_026","41","unitedStates","NH","Carroll","Northeast","D01","Bartlett Experimental Forest","BART","distributed","basePlot",,1600,"40m x 40m",44.061261,-71.313922,"WGS84","19N",314672.622,4881280.215,0.21,511.68,0.31,502.47,521.25,10.98,207.1,"evergreenForest",,"GeoXH 6000","20140930",877,6.9,3.6,"cdw|cfc|dhp|div|hbp|vst",40
"BART_081","41","unitedStates","NH","Carroll","Northeast","D01","Bartlett Experimental Forest","BART","distributed","basePlot",,1600,"40m x 40m",44.060682,-71.262947,"WGS84","19N",318753.657,4881102.401,0.18,411.51,0.23,407.47,421.34,11.09,106,"mixedForest",,"GeoXH 6000","20141001",901,5.8,2.7,"bet|div",40
"BART_030","41","unitedStates","NH","Carroll","Northeast","D01","Bartlett Experimental Forest","BART","distributed","basePlot",,1600,"40m x 40m",44.053801,-71.308071,"WGS84","19N",315118.02,4880438.49,0.23,498.94,0.27,491.15,510.73,13.22,165.3,"evergreenForest",,"GeoXH 6000","20141007",1064,5.8,3.9,"div",40
"BART_011","41","unitedStates","NH","Carroll","Northeast","D01","Bartlett Experimental Forest","BART","distributed","basePlot",,1600,"40m x 40m",44.050004,-71.296272,"WGS84","19N",316051.378,4879990.249,0.15,370.49,0.24,363.34,375.25,13.5,170,"mixedForest",,"GeoXH 6000","20140904",302,3.5,2.6,"cdw|cfc|dhp|div|hbp|vst",40
"BART_012","41","unitedStates","NH","Carroll","Northeast","D01","Bartlett Experimental Forest","BART","distributed","basePlot",,1600,"40m x 40m",44.046097,-71.316312,"WGS84","19N",314433.816,4879601.245,0.29,556.9,0.44,554.62,561.77,2.86,278,"deciduousForest",,"GeoXH 6000","20140811",302,5.9,2.7,"cdw|cfc|dhp|div|hbp|vst",40
"BART_013","41","unitedStates","NH","Carroll","Northeast","D01","Bartlett Experimental Forest","BART","distributed","basePlot",,1600,"40m x 40m",44.041737,-71.277598,"WGS84","19N",317521.947,4879030.504,0.16,415.38,0.19,406.58,424.14,14.04,272,"deciduousForest",,"GeoXH 6000","20140925",863,3.7,1.8,"cdw|cfc|dhp|div|hbp|vst",40
"BART_031","41","unitedStates","NH","Carroll","Northeast","D01","Bartlett Experimental Forest","BART","distributed","basePlot",,1600,"40m x 40m",44.055537,-71.305098,"WGS84","19N",315361.608,4880624.609,0.17,416,0.31,406.04,421.72,11.03,186.1,"evergreenForest",,"GeoXH 6000","20141014",1008,6.2,4.4,"bet|div",40
